location,total_sqft,bath,price,bedrooms
Gunjur,1362.0,3.0,62.63,3
Yeshwanthpur,672.0,1.0,36.85,1
Brookefield,1746.0,3.0,115.0,3
Electronic City,1025.0,2.0,29.6,2
Harlur,1532.0,2.0,65.0,2
Guni Agrahara,1200.0,2.0,120.0,3
Ganga Nagar,1250.0,2.0,65.0,2
Thanisandra,1188.0,2.0,39.0,2
Whitefield,3565.0,4.0,218.0,4
Marathahalli,1170.0,2.0,85.0,2
BEL Road,1800.0,3.0,150.0,3
Madavara,1000.0,2.0,35.0,2
Cooke Town,2600.0,3.0,375.0,3
Nagarbhavi,1200.0,4.0,240.0,5
Kasturi Nagar,2507.0,4.0,155.0,4
Babusapalaya,1061.0,2.0,34.0,2
KR Puram,1290.0,2.0,69.0,2
Sarjapur,1200.0,2.0,42.6,2
Bharathi Nagar,1120.0,2.0,39.29,2
Electronic City,418.0,1.0,12.0,1
Sarjapur,1333.0,3.0,50.0,3
Sarjapur  Road,1691.0,3.0,119.0,3
Thanisandra,747.0,1.0,34.355,1
Koramangala,1700.0,3.0,250.0,3
Thanisandra,2030.0,4.0,125.0,3
Balagere,1012.0,2.0,70.0,2
Kudlu,1245.0,2.0,60.0,3
7th Phase JP Nagar,1765.0,3.0,118.0,3
Gottigere,1110.0,2.0,36.25,2
Akash Nagar,967.0,2.0,47.8,2
Sarjapur,1044.0,2.0,36.0,2
Brookefield,1518.0,3.0,80.0,3
KR Puram,1300.0,2.0,57.0,3
Seetharampalya,1798.0,3.0,73.0,3
KR Puram,866.28,2.0,36.38,2
Whitefield,3410.0,5.0,253.0,4
Singasandra,1179.0,2.0,56.0,2
Rajaji Nagar,3600.0,5.0,510.0,5
Uttarahalli,1125.0,2.0,48.0,2
Cambridge Layout,2098.0,3.0,210.0,3
3rd Phase JP Nagar,2400.0,3.0,270.0,3
Haralur Road,1976.0,3.0,92.0,3
5th Phase JP Nagar,1190.0,2.0,61.8,2
cooketown,1800.0,3.0,192.0,3
Jakkur,1761.0,3.0,84.52,3
Cooke Town,1700.0,3.0,120.0,3
Ramamurthy Nagar,900.0,4.0,70.0,4
Electronic City,1128.0,2.0,64.8,2
5th Stage BEML Layout,2000.0,3.0,85.0,3
Electronic City,1220.0,2.0,35.25,3
Shauhardha Layout,509.0,1.0,20.0,1
Ambedkar Nagar,1852.0,4.0,122.0,3
Varthur,1045.0,2.0,40.65,2
Kaverappa Layout,3535.0,4.0,215.0,4
Marathahalli,1102.0,2.0,53.67,2
Omkar Nagar,1800.0,3.0,82.0,4
Hebbal Kempapura,1436.0,2.0,75.0,3
Chikkadunnasandra,1397.0,2.0,52.0,3
Kothanur,1140.0,2.0,56.0,2
Balagere,645.0,1.0,55.0,1
Bank Of Baroda Colony,2350.0,5.0,325.0,5
Nagarbhavi,1200.0,3.0,225.0,3
Bhoopsandra,2050.0,3.0,135.0,3
Sarjapur  Road,1335.0,2.0,95.0,2
Thirumenahalli,2100.0,1.0,200.0,2
Hebbal,1255.0,3.0,77.68,3
Thanisandra,1140.0,2.0,59.0,2
Hosakerehalli,2376.0,3.0,240.0,3
Thanisandra,663.0,1.0,46.0,1
Victoria Layout,1276.0,2.0,146.0,2
Kanakpura Road,1450.0,3.0,60.9,3
Kodichikkanahalli,1400.0,3.0,66.0,3
Divya Unnathi Layout,1339.0,2.0,53.56,2
Electronic City,1220.0,2.0,35.23,3
Malleshwaram,2200.0,3.0,275.0,3
Harohalli,1305.0,2.0,52.0,2
Green Glen Layout,1740.0,3.0,80.0,3
Anekal,680.0,1.0,21.0,2
Bannerghatta Road,1154.0,2.0,47.0,2
Munnekollal,1200.0,2.0,40.0,2
Hennur,1155.0,2.0,54.5,2
Sarjapur  Road,1525.0,2.0,63.0,3
Giri Nagar,600.0,1.0,125.0,1
Hebbal,2470.0,5.0,192.0,4
Padmanabhanagar,1100.0,2.0,60.0,2
Hormavu,1250.0,2.0,65.0,2
Kothanur,1400.0,2.0,70.0,2
Ittamadu,1600.0,3.0,100.0,3
Electronic City,1060.0,2.0,55.0,2
Horamavu Banaswadi,1272.0,2.0,50.0,2
Kanakpura Road,1296.0,2.0,105.0,2
Dollars Colony,2100.0,3.0,280.0,4
Karuna Nagar,1945.0,3.0,115.0,3
Chandapura,1033.0,2.0,30.47,3
Stage-4 Bommanahalli,2300.0,2.0,69.0,3
Gunjur Palya,1235.0,2.0,52.76,2
3rd Block Koramangala,2100.0,3.0,270.0,3
2nd Phase JP Nagar,850.0,2.0,42.5,2
Subramanyapura,1880.0,3.0,110.0,3
1st Block Jayanagar,2450.0,4.0,368.0,4
Kenchenahalli,1060.0,2.0,52.0,2
Hennur Road,2041.0,3.0,138.0,3
Hulimavu,1050.0,2.0,125.0,2
Vasanthapura,1037.0,2.0,36.28,2
"Electronic city phase 1, ",1150.0,2.0,39.0,2
LB Shastri Nagar,1184.0,2.0,62.0,2
Sarjapur  Road,1680.0,3.0,126.0,3
Thanisandra,1411.0,3.0,100.0,3
Hosa Road,900.0,5.0,55.0,5
Kanakpura Road,900.0,2.0,41.0,2
Jakkur Plantation,3500.0,4.0,320.0,4
Thanisandra,1702.0,3.0,120.0,3
Yelahanka,1185.0,2.0,45.0,2
Kanakpura Road,1300.0,3.0,64.0,3
Lavakusha Nagar,1545.0,3.0,65.0,3
6th Phase JP Nagar,1515.0,2.0,135.0,3
Jigani,1300.0,3.0,55.0,3
JP Nagar,1107.0,2.0,57.0,2
Old Madras Road,1720.0,3.0,106.0,3
Kuvempu Nagar,1540.0,3.0,150.0,3
Bannerghatta Road,1000.0,2.0,44.5,2
Electronic City,710.0,1.0,40.42,1
Thanisandra,1100.0,2.0,38.0,2
Sri Balaji Krupa Layout,3200.0,4.0,270.0,4
Domlur Layout,900.0,2.0,160.0,2
Bannerghatta Road,1250.0,2.0,48.0,2
Kaggadasapura,2400.0,4.0,130.0,5
Hegde Nagar,1584.01,3.0,104.0,3
Vasanth nagar,875.0,4.0,150.0,4
Kammasandra,1200.0,6.0,60.0,4
Kaggadasapura,1485.0,2.0,70.0,3
Hennur Road,1100.0,2.0,78.0,3
8th Phase JP Nagar,1245.0,2.0,59.0,2
Hennur Road,1880.0,4.0,154.0,4
Frazer Town,2214.0,3.0,350.0,3
Anathanagar,1050.0,2.0,45.0,2
Vishveshwarya Layout,600.0,4.0,95.0,4
Bannerghatta Road,1640.0,3.0,105.0,3
Basavanapura,1165.0,2.0,65.0,2
Kengeri Satellite Town,1110.0,2.0,43.0,2
vinayakanagar,1200.0,5.0,200.0,7
St. John's Road,4000.0,4.0,630.0,4
Uttarahalli,4500.0,4.0,150.0,4
Jaraganahalli Jp Nagar Post,600.0,4.0,65.0,4
Haralur Road,1300.0,2.0,75.0,2
adigondanhalli,1200.0,1.0,42.0,2
Hennur Road,1232.0,2.0,69.61,2
Jalahalli,1704.0,3.0,94.36,3
7th Phase JP Nagar,1275.0,2.0,88.0,3
Sarjapur  Road,1222.0,2.0,68.0,3
Varthur,1155.0,2.0,39.0,2
Electronic City,1000.0,2.0,29.95,2
Horamavu Banaswadi,1200.0,2.0,45.0,2
Yelahanka,1517.0,3.0,71.28,3
Horamavu Agara,1166.0,2.0,37.29,2
Electronic City,870.0,2.0,24.0,2
5th Phase JP Nagar,4000.0,5.0,170.0,5
Rajaji Nagar,1350.0,4.0,230.0,4
Yelahanka,3019.0,6.0,190.0,4
Whitefield,1345.0,3.0,58.0,3
Dommasandra,900.0,3.0,75.0,3
EPIP Zone,3800.0,5.0,170.0,4
Chandapura,971.0,2.0,38.0,3
Hennur,1255.0,2.0,52.32,2
EPIP Zone,1810.0,2.0,65.0,2
"Whitefield, ",1300.0,2.0,58.0,2
Thanisandra,1185.0,2.0,45.0,2
Pattandur Agrahara,1350.0,2.0,68.0,2
Budigere,1590.0,3.0,76.16,3
Thyagaraja Nagar,3000.0,6.0,180.0,7
Brookefield,1560.0,3.0,149.0,4
Somasundara Palya,1650.0,3.0,126.0,3
Off Bannergatta Road,1645.0,3.0,87.0,3
Hennur Road,1748.0,3.0,103.0,3
Channasandra,1200.0,3.0,67.77,3
Kengeri Satellite Town,1170.0,2.0,50.0,2
Sarjapur  Road,3420.0,4.0,225.0,4
Hulimavu,1320.0,2.0,65.0,3
Bhoganhalli,1610.0,3.0,84.53,3
Frazer Town,1870.0,3.0,180.0,3
Sarjapur  Road,1510.0,2.0,110.0,3
Kammagondahalli,2700.0,7.0,110.0,6
Kanakapura  Rod,1305.0,2.0,45.68,3
Mahadevpura,1500.0,2.0,70.0,3
Indira Nagar,1149.0,2.0,130.0,2
Thanisandra,1948.0,4.0,129.0,4
Margondanahalli,1448.0,3.0,70.0,3
Sarjapur  Road,1242.0,2.0,78.0,2
Sonnenahalli,1268.0,2.0,58.0,2
Ramamurthy Nagar,1101.0,2.0,50.0,2
Kallumantapa,1255.0,2.0,65.0,2
Gunjur,1362.0,3.0,62.63,3
Sarjapur  Road,984.0,3.0,140.0,3
Hosa Road,1089.0,2.0,32.67,2
Byrathi Village,800.0,1.0,95.0,2
Uttarahalli,1345.0,2.0,57.0,3
Thanisandra,3600.0,9.0,125.0,8
Krishna Nagar,1650.0,2.0,140.0,4
Kaggalipura,950.0,2.0,45.0,2
HBR Layout,1068.0,2.0,43.0,2
Yelahanka New Town,860.0,1.0,31.0,2
Kengeri,3000.0,5.0,130.0,8
Yelahanka,1756.0,3.0,66.73,3
Whitefield,1205.0,2.0,41.0,2
Hoodi,1120.0,8.0,155.0,8
Banashankari,1800.0,3.0,125.0,3
Ashok Nagar,8321.0,5.0,2912.0,4
Hormavu,1604.0,3.0,68.0,3
Old Airport Road,2732.0,4.0,204.0,4
Chandapura,1015.0,2.0,25.88,2
Banashankari,1200.0,2.0,42.0,3
Ananth Nagar,1010.0,2.0,38.0,2
Nagarbhavi,1250.0,3.0,170.0,2
Doddakallasandra,1010.0,2.0,41.0,2
Yelahanka,1050.0,2.0,33.1,2
Harlur,1710.0,3.0,85.0,3
Mysore Road,1248.52,3.0,115.0,3
Attibele,410.0,1.0,10.0,1
Bannerghatta Road,1656.0,2.0,62.93,3
Naganathapura,1451.0,3.0,68.0,3
Giri Nagar,1200.0,3.0,175.0,6
JP Nagar,1250.0,2.0,93.0,2
Meenakunte,4395.0,3.0,240.0,3
Hebbal,4600.0,6.0,650.0,4
Sonnenahalli,1340.0,2.0,42.0,3
Abbaiah Reddy Layout,1100.0,2.0,38.5,2
Whitefield,6000.0,6.0,700.0,4
 Devarachikkanahalli,1700.0,3.0,71.0,3
Yelahanka,1200.0,5.0,150.0,6
KR Puram,1096.0,2.0,43.0,2
Electronic City Phase II,1160.0,2.0,33.5,2
"Sarjapur Road, ",1936.0,3.0,139.0,3
Nehru Nagar,1269.0,2.0,63.0,3
Richmond Road,3500.0,3.0,630.0,3
Panathur,1586.0,3.0,125.0,3
Rajaji Nagar,1376.0,2.0,124.0,2
Kanakpura Road,1452.0,3.0,56.5,3
Hosa Road,1538.0,3.0,107.0,3
Hosur Road,1427.0,2.0,130.0,3
Upadhyaya Layout,935.0,2.0,40.0,2
Ashwath Nagar,1220.0,2.0,65.0,2
Harlur,1197.0,2.0,77.0,2
Varthur,674.0,1.0,19.9,2
Kengeri,410.0,1.0,15.0,1
Thanisandra,1573.0,3.0,90.0,3
Dodda Nekkundi,1135.0,2.0,58.0,2
Huskur,1400.0,2.0,40.43,3
Agrahara Dasarahalli,1200.0,1.0,65.0,1
Ittamadu,1800.0,3.0,95.0,3
Avalahalli,2045.0,3.0,108.0,3
Sonnenahalli,1268.0,2.0,56.0,2
Kambipura,883.0,2.0,39.0,2
Yelahanka,1600.0,3.0,100.0,3
Thanisandra,1056.0,2.0,70.0,2
Jigani,1200.0,11.0,105.0,10
Whitefield,4500.0,4.0,330.0,4
KR Puram,1204.0,2.0,58.0,2
Tejaswini Nagar,1410.0,2.0,54.0,3
Hennur Road,1460.0,2.0,80.3,2
Dodda Nekkundi,1100.0,2.0,41.18,2
Govindapura,1310.0,2.0,88.0,2
Sector 2 HSR Layout,1600.0,3.0,90.0,3
Lottegolla Halli,1250.0,2.0,55.0,2
Sarjapur  Road,1665.0,3.0,74.93,3
Uttarahalli,1345.0,2.0,57.0,3
Hosahalli Extension,2000.0,5.0,240.0,5
Singasandra,1416.0,2.0,67.0,2
HSR Layout,1145.0,2.0,46.0,2
Munnekollal,7200.0,10.0,200.0,10
Jigani,1231.0,3.0,58.0,3
Yelahanka,1664.0,3.0,73.95,3
TC Palaya,2000.0,3.0,76.0,3
Rajiv Nagar,972.0,2.0,43.0,2
3rd Phase JP Nagar,4500.0,4.0,345.0,4
Bellandur,1185.0,2.0,47.39,2
Green Glen Layout,1750.0,3.0,81.0,3
Byadarahalli,3155.0,4.0,316.0,3
Balagere,1007.0,2.0,68.0,2
Rajaji Nagar,1700.0,3.0,200.0,3
Whitefield,1250.0,2.0,85.0,2
Telecom Layout,1200.0,2.0,54.0,2
Horamavu Agara,994.0,2.0,42.28,2
Ramamurthy Nagar,1150.0,2.0,40.0,2
Thanisandra,1220.0,2.0,46.0,2
Hennur Gardens,1441.0,2.0,115.0,2
Old Madras Road,1157.0,2.0,47.32,2
RPC layout,1300.0,6.0,150.0,6
Thigalarapalya,1400.0,2.0,105.0,2
Tindlu,1370.07,3.0,65.0,3
Magadi Road,1200.0,4.0,130.0,5
Judicial Layout,900.0,2.0,40.0,2
Kodipalya,418.0,1.0,17.0,1
Vishwapriya Nagar,1200.0,3.0,80.0,3
ISRO Layout,1200.0,2.0,43.0,2
Talaghattapura,1062.0,2.0,42.48,2
Kanakpura Road,1120.0,2.0,51.0,2
Bannerghatta Road,1012.0,2.0,44.0,2
Postal Colony,1500.0,2.0,200.0,3
ISRO Layout,950.0,4.0,180.0,4
Kadabagere,675.0,2.0,13.5,2
Kanakpura Road,1430.0,2.0,78.0,2
Channasandra,1195.0,2.0,56.0,3
Old Madras Road,2640.0,5.0,150.0,3
Bisuvanahalli,1075.0,2.0,42.0,3
Hennur Road,1570.0,3.0,75.99,3
Kammanahalli,782.0,4.0,85.0,6
Sonnenahalli,1011.0,2.0,59.0,2
7th Phase JP Nagar,1450.0,2.0,102.0,3
Sarjapur  Road,1129.0,2.0,69.0,2
Sarjapura - Attibele Road,1126.0,2.0,36.0,2
Attibele,1200.0,3.0,110.0,3
Sarjapur  Road,1180.0,2.0,45.0,3
1st Block HRBR Layout,600.0,4.0,125.0,3
Bannerghatta,940.0,4.0,45.0,4
Hennur Road,1933.0,3.0,140.0,3
TC Palaya,1082.0,2.0,64.0,2
LB Shastri Nagar,2400.0,8.0,250.0,8
Anwar Layout,610.0,1.0,28.0,1
Raja Rajeshwari Nagar,1560.0,4.0,160.0,4
Kathriguppe,1300.0,3.0,77.99,3
Kudlu Gate,3850.0,6.0,205.0,4
CV Raman Nagar,1125.0,2.0,46.0,2
Bileshivale,2400.0,7.0,107.0,6
Kengeri Satellite Town,777.4,2.0,25.0,2
Battarahalli,2500.0,3.0,65.0,4
Old Airport Road,1798.0,3.0,150.0,3
Dodda Nekkundi Extension,1864.0,3.0,120.0,3
Whitefield,1115.0,2.0,51.91,2
Kengeri,400.0,1.0,25.0,1
Rajaji Nagar,1200.0,2.0,70.0,2
Ananth Nagar,992.0,2.0,24.8,2
Jakkasandra Extension,950.0,2.0,57.0,2
R.T. Nagar,1500.0,4.0,185.0,4
Bellandur,1200.0,2.0,62.0,2
GM Palaya,1735.0,3.0,70.0,3
BTM 2nd Stage,1750.0,3.0,172.0,3
HSR Layout,1009.0,2.0,56.0,2
Jalahalli,1470.0,2.0,102.0,3
Bannerghatta Road,1527.0,3.0,115.0,3
Singapura Village,985.0,2.0,45.0,2
Chandapura,3300.0,4.0,135.0,4
Whitefield,1277.0,2.0,77.0,2
Nallurhalli,1100.0,2.0,62.0,2
Whitefield,1820.0,3.0,140.0,3
Puttanahalli,1530.0,3.0,87.0,4
Banashankari,1886.0,3.0,205.0,3
Chandra Layout,1200.0,2.0,190.0,3
Jakkur,1880.0,4.0,110.0,3
Hennur,1255.0,2.0,52.35,2
Kanakpura Road,700.0,2.0,36.0,2
Somasundara Palya,1140.0,2.0,46.0,2
Electronic City Phase II,1025.0,2.0,29.6,2
Whitefield,3453.0,4.0,247.0,4
Uttarahalli,1490.0,2.0,59.6,3
Akshaya Vana,1200.0,4.0,165.0,4
Sarjapur  Road,1850.0,3.0,140.0,3
Kaikondrahalli,1250.0,2.0,78.0,2
Kamakya Layout,2400.0,3.0,108.0,4
Kodihalli,3522.0,5.0,716.0,4
Jalahalli,1244.0,2.0,88.0,2
Kumaraswami Layout,623.0,4.0,75.0,4
Kengeri Satellite Town,1025.0,2.0,28.57,2
Sarjapur  Road,1034.0,2.0,38.0,2
Kengeri Satellite Town,1191.0,2.0,33.34,3
Kasavanhalli,1719.0,3.0,71.0,3
7th Phase JP Nagar,1035.0,2.0,39.33,2
2nd Stage Nagarbhavi,1500.0,3.0,230.0,4
Hosa Road,1470.0,2.0,84.22,3
Yelahanka,1140.0,2.0,50.66,2
Harlur,1752.12,3.0,125.0,3
BTM 1st Stage,600.0,6.0,80.0,6
2nd Stage Nagarbhavi,600.0,3.0,84.0,4
Old Madras Road,2990.0,3.0,170.0,3
Bannerghatta Road,1660.0,3.0,85.0,3
Electronic City,1275.0,3.0,63.43,3
Bommasandra Industrial Area,1365.0,3.0,52.81,3
"MEI layout, Bagalgunte",1200.0,2.0,90.0,3
Kanakpura Road,2546.0,3.0,170.0,3
Banashankari Stage VI,1392.0,3.0,69.46,3
Whitefield,1245.0,2.0,59.76,2
Rayasandra,1200.0,3.0,65.0,5
Yeshwanthpur,1162.0,2.0,64.08,2
Singasandra,1476.0,2.0,73.0,3
KR Puram,700.0,1.0,21.5,1
Gnana Bharathi,3600.0,6.0,170.0,6
Jigani,943.0,2.0,48.0,2
Pai Layout,1150.0,2.0,170.0,2
Sarjapur  Road,1113.0,2.0,44.5,2
Varthur,1615.0,3.0,69.43,3
Keshava Nagar,1279.0,2.0,100.0,2
Kacharakanahalli,1256.0,2.0,60.0,2
Benson Town,1805.0,3.0,280.0,3
Sompura,1350.0,3.0,65.0,3
SRINIVASAPURA,1525.0,3.0,68.63,3
Rajaji Nagar,1357.0,2.0,123.0,2
Hebbal,1645.0,3.0,117.0,3
Ardendale,1777.26,3.0,92.0,3
Bisuvanahalli,845.0,2.0,32.0,2
Sidedahalli,900.0,2.0,25.0,2
Varthur,1210.0,2.0,64.15,2
Electronic City Phase II,829.0,2.0,22.8,2
Sarjapur  Road,1879.0,3.0,155.0,3
Hosur Road,1250.0,2.0,50.0,3
Jeevanhalli,1200.0,2.0,35.0,4
Marathahalli,1108.0,2.0,60.0,3
Kanakpura Road,1401.0,3.0,69.0,3
Sarjapur  Road,1157.0,2.0,75.0,3
Ramamurthy Nagar Extension,1185.0,2.0,42.66,2
Green Glen Layout,1751.0,3.0,115.0,3
Mahalakshmi Puram,1550.0,3.0,250.0,5
Bannerghatta Road,1880.0,3.0,96.5,3
Whitefield,1322.5,3.0,40.985,3
Channasandra,1175.0,2.0,38.0,2
Jalahalli,1407.0,2.0,98.49,2
Yelachenahalli,1000.0,2.0,50.0,2
Electronic City,1518.0,3.0,75.0,3
"Gubbi Cross, Hennur Main Road",3600.0,4.0,300.0,4
Tumkur Road,1027.0,2.0,67.0,2
Dairy Circle,3730.0,6.0,430.0,4
HSR Layout,1145.0,2.0,46.0,2
Rajaji Nagar,1260.0,2.0,113.0,2
Begur Road,1500.0,2.0,47.25,3
Varthur,1737.0,2.0,57.32,3
Byrathi Village,1600.0,4.0,120.0,3
Hegde Nagar,1500.0,3.0,135.0,3
Sabari Nagar,1120.0,2.0,60.0,2
Banashankari Stage V,1200.0,4.0,240.0,3
Hennur Road,1030.0,2.0,46.5,2
Gubbalala,2500.0,6.0,88.0,6
Kammasandra,1057.0,2.0,35.0,2
Old Airport Road,2774.0,4.0,208.0,4
Thanisandra,1460.0,2.0,38.5,2
Hormavu,1075.0,2.0,53.7,2
Mysore Road,1080.0,2.0,60.0,3
Kodihalli,3626.0,5.0,788.0,4
Ashraya Layout,5100.0,7.0,225.0,6
Singasandra,1139.7,2.0,45.0,2
Whitefield,1074.0,2.0,42.8,2
Whitefield,1200.0,2.0,46.13,2
Sarjapur  Road,2425.0,5.0,175.0,4
Sarjapur  Road,1323.0,2.0,74.0,2
Hennur Road,1232.0,2.0,69.61,2
Kalena Agrahara,900.0,2.0,40.0,2
Sarjapura - Attibele Road,740.0,1.0,23.65,1
Hebbal,1920.0,3.0,134.0,3
Bannerghatta Road,1550.0,3.0,96.0,3
Gunjur,1588.0,2.0,90.0,3
Rajaji Nagar,2300.0,4.0,240.0,3
R.T. Nagar,3600.0,8.0,165.0,9
"Thanisandra Main Road, ",1308.0,2.0,86.0,2
Hennur,1340.0,2.0,54.27,3
Kogilu,3280.0,9.0,450.0,10
Infantry Road,2170.0,3.0,265.0,4
Thanisandra,1719.0,3.0,135.0,3
Horamavu Agara,1107.83,2.0,41.51,2
Whitefield,1200.0,2.0,45.84,2
Electronic City,1090.0,2.0,31.48,1
Sarvabhouma Nagar,1500.0,5.0,210.0,5
Jakkur,1660.0,3.0,104.0,3
Nagavara,1247.0,2.0,58.56,2
Thanisandra,1595.0,3.0,96.0,3
Kaggadasapura,1175.0,2.0,50.0,2
9th Phase JP Nagar,1200.0,8.0,135.0,8
Old Airport Road,1184.0,2.0,78.0,2
Byrasandra,1100.0,2.0,55.0,2
Kaval Byrasandra,935.0,2.0,78.0,2
Yelahanka,1200.0,2.0,60.0,2
Rajaji Nagar,2400.0,5.0,408.0,5
Neelamangala,1000.0,2.0,45.0,2
Uttarahalli,1000.0,2.0,52.0,2
Yelahanka,1705.0,3.0,85.0,3
Tumkur Road,1060.0,2.0,58.3,3
Chikka Tirupathi,2325.0,4.0,120.0,4
Kammagondahalli,1347.0,2.0,55.0,3
Kathreguppe,1200.0,8.0,250.0,8
Varthur,1402.0,2.0,95.0,2
Whitefield,2280.0,4.0,125.0,3
Whitefield ECC Road,1225.0,2.0,71.05,2
5th Phase JP Nagar,1080.0,2.0,53.0,2
Koppa,4000.0,7.0,90.0,7
Lavelle Road,1919.0,3.0,300.0,3
Begur Road,1100.0,2.0,42.6,2
Sarjapur  Road,2500.0,4.0,225.0,4
Bannerghatta Road,1200.0,2.0,78.0,2
Begur Road,1565.0,2.0,57.91,3
Maruthi nagar kogilu,1200.0,3.0,78.0,2
Kothanur,1581.0,3.0,76.0,3
Whitefield,2882.0,5.0,200.0,4
TC Palaya,1440.0,5.0,97.0,5
Krishna Reddy Layout,2180.0,3.0,273.0,3
Nagasandra,7000.0,8.0,450.0,4
Abbigere,985.0,2.0,38.92,2
Sarjapur,950.0,2.0,35.0,2
Jai Bheema Nagar,1339.0,2.0,55.0,2
Ayappa Nagar,1449.0,3.0,72.0,3
Chikkasandra,1200.0,4.0,180.0,4
Brindavan Layout,1100.0,2.0,38.68,2
Hoskote,1003.5,2.0,28.095,2
Kaval Byrasandra,2700.0,3.0,200.0,3
Billamaranahalli,1100.0,2.0,55.0,2
Electronic City,1140.0,2.0,32.92,2
Sarjapur,3009.0,3.0,330.0,3
Hanumantha Nagar,3300.0,8.0,310.0,8
Chandapura,800.0,1.0,30.0,2
Chikkabanavar,2000.0,4.0,65.0,5
Prasanti Nagar,1200.0,4.0,190.0,4
3rd Block Hrbr Layout,1300.0,2.0,95.0,2
Kanakpura Road,1220.0,2.0,60.0,2
Sarjapur  Road,2289.0,3.0,178.0,3
Whitefield,1170.0,2.0,56.0,2
Vignana Nagar,1350.0,2.0,89.5,2
Kambipura,883.0,2.0,45.0,2
Thanisandra,1698.0,3.0,125.0,3
Electronic City Phase II,2187.5,4.0,105.0,4
Ambalipura,1060.0,2.0,58.5,2
Somasundara Palya,1185.0,2.0,75.0,2
Padmanabhanagar,2051.0,3.0,180.0,3
Vittasandra,1404.0,2.0,72.0,2
Electronic City Phase II,1252.0,2.0,67.0,2
Bannerghatta Road,1885.0,3.0,125.0,3
Kaikondrahalli,3381.0,6.0,225.0,6
Hormavu,980.0,2.0,42.0,2
Rajaji Nagar,2500.0,3.0,340.0,3
Banashankari,1420.0,3.0,66.0,3
Medahalli,1166.0,6.0,135.0,6
"Banasawadi, ",2312.0,3.0,156.0,3
Kaggadasapura,3000.0,4.0,130.0,4
Jayamahal,1175.0,2.0,70.0,2
Vinayaka Nagar,1145.0,2.0,51.0,2
Bhoganhalli,970.0,2.0,52.5,2
Electronic City,1125.0,2.0,32.49,2
Whitefield,1639.5,3.0,92.63,3
9th Phase JP Nagar,5000.0,4.0,300.0,4
3rd Block Jayanagar,2150.0,3.0,240.0,3
Ramagondanahalli,1635.0,3.0,57.0,3
Harlur,3425.0,3.0,320.0,3
Hennur Road,2950.0,4.0,253.0,4
Jalahalli,1200.0,2.0,66.0,1
Kathriguppe,1335.0,2.0,73.43,3
Hebbal,4450.0,6.0,449.0,4
Yeshwanthpur,1166.0,2.0,64.08,2
Rajaji Nagar,2390.0,3.0,372.0,3
Shivaji Nagar,1460.0,2.0,90.0,3
Gulimangala,1690.0,3.0,50.0,3
Nagashetty Halli,1386.0,3.0,93.0,4
Devasandra Extension,1090.0,2.0,32.0,2
Thanisandra,1732.0,3.0,85.73,3
Whitefield,1390.0,2.0,72.0,2
Sector 2 HSR Layout,1095.0,2.0,85.41,2
Kengeri,416.0,1.0,17.19,1
Channasandra Layout,2400.0,2.0,50.0,3
Yelahanka,1350.0,2.0,85.0,3
Bannerghatta Road,1453.0,2.0,73.0,3
Thanisandra,1226.0,2.0,65.0,2
Kasturi Nagar,784.0,2.0,165.0,4
Hegde Nagar,1168.0,2.0,68.0,3
Bannerghatta,1776.0,3.0,124.0,3
Whitefield,1634.0,3.0,68.0,3
Hormavu,860.0,2.0,56.0,2
Kamala Nagar,2800.0,3.0,400.0,3
Nagasandra,1650.0,3.0,95.0,3
Whitefield,1190.0,2.0,70.0,2
JP Nagar,1133.0,2.0,33.99,2
Suraksha Nagar,1559.0,3.0,62.0,3
Horamavu Banaswadi,1448.0,4.0,118.0,3
Sathya Sai Layout,6652.0,6.0,510.0,4
Kodichikkanahalli,976.0,2.0,50.0,2
Bank Of Baroda Colony,1350.0,4.0,240.0,4
Yelahanka,1590.0,2.0,54.0,3
Binny Pete,2940.0,6.0,201.0,4
Yelahanka,1633.0,3.0,110.0,3
Ramagondanahalli,1151.0,2.0,46.0,2
Kereguddadahalli,1400.0,2.0,42.0,3
Uttarahalli,1037.0,2.0,36.0,2
Thanisandra,1188.0,2.0,36.0,2
Raja Rajeshwari Nagar 5th Stage,1060.0,2.0,52.0,2
Thigalarapalya,2215.0,4.0,162.0,3
Hennur,1255.0,2.0,54.5,2
Ganesha Block,2500.0,2.0,300.0,3
Hormavu,1075.0,2.0,53.7,2
Harlur,2569.0,5.0,180.0,4
ITPL,900.0,2.0,27.0,2
Kudlu Gate,1183.0,2.0,79.54,2
HSR Layout,1100.0,2.0,44.0,2
GM Palaya,1643.0,2.0,70.0,3
Banagiri Nagar,1500.0,2.0,120.0,3
Jakkur,1291.0,2.0,75.0,2
Hennur,1150.0,3.0,80.0,3
Electronic City,1060.0,2.0,55.0,2
7th Phase JP Nagar,1575.0,2.0,110.0,3
BHEL Layout,1200.0,4.0,160.0,5
Byrathi Village,1700.0,3.0,55.0,4
Mahadevpura,1236.0,2.0,58.0,2
Ramamurthy Nagar,1350.0,2.0,39.0,3
Malleshwaram,2475.0,4.0,326.0,3
Pai Layout,3800.0,6.0,175.0,6
Haralur Road,4694.0,5.0,375.0,4
Electronic City,1200.0,2.0,34.66,2
Hulimavu,1200.0,4.0,75.0,4
Harlur,1225.0,2.0,56.0,2
Thanisandra,1056.0,2.0,75.0,2
9th Phase JP Nagar,1240.0,2.0,42.85,3
